TARIH       SEMBOL  GUN.F%  SON  
06.03.2026  AYDEM   -1,25   26,84
06.03.2026  AYEN    0,95    27,70
06.03.2026  AYES    -1,25   25,30
06.03.2026  AYGAZ   0,80    253,50
06.03.2026  AZTEK   -2,70   4,32 
06.03.2026  BAGFS   -9,95   33,66
06.03.2026  BAHKM   0,00    nan  
06.03.2026  BAKAB   -1,82   36,78
06.03.2026  BALAT   2,51    95,85
06.03.2026  BALSU   -3,46   13,96
06.03.2026  BANVT   -2,53   154,00
06.03.2026  BARMA   5,20    42,46
06.03.2026  BASCM   -4,36   14,25
06.03.2026  BASGZ   0,00    46,10
06.03.2026  BAYRK   -5,85   4,51 
06.03.2026  BEGYO   -1,44   4,12 
06.03.2026  BERA    2,00    18,90
06.03.2026  BESLR   -1,86   13,70
06.03.2026  BEYAZ   -3,32   27,94
06.03.2026  BFREN   -1,72   142,70
06.03.2026  BIENY   -8,58   22,60
06.03.2026  BIGCH   -3,06   6,97 
06.03.2026  BIGEN   -2,24   8,71 
06.03.2026  BIGTK   -1,47   251,50
06.03.2026  BIMAS   -3,72   621,00
06.03.2026  BINBN   -1,54   159,90
06.03.2026  BINHO   -4,48   8,32 
06.03.2026  BIOEN   1,74    16,99
06.03.2026  BIZIM   -4,10   27,62
06.03.2026  BJKAS   0,00    1,52 
06.03.2026  BLCYT   3,61    37,34
06.03.2026  BLUME   0,04    47,00
06.03.2026  BMSCH   0,78    18,00
06.03.2026  BMSTL   9,63    78,00
06.03.2026  BNTAS   -2,82   6,21 
06.03.2026  BOBET   -1,86   19,57
06.03.2026  BORLS   -5,12   3,15 
06.03.2026  BORSK   -2,81   5,89 
06.03.2026  BOSSA   -2,17   6,31 
06.03.2026  BRISA   0,00    85,55
06.03.2026  BRKO    -2,01   15,09
06.03.2026  BRKSN   -4,07   8,71 
06.03.2026  BRKVY   -4,01   89,65
06.03.2026  BRLSM   -4,02   15,27
06.03.2026  BRMEN   -5,05   7,33 
06.03.2026  BRSAN   -7,25   489,25
06.03.2026  BRYAT   -0,77   2.199,00
06.03.2026  BSOKE   9,95    32,94
06.03.2026  BTCIM   -0,18   5,46 
06.03.2026  BUCIM   -2,23   6,13 
06.03.2026  BULGS   -2,67   42,36
06.03.2026  BURCE   -9,98   49,42
06.03.2026  BURVA   9,97    954,00
06.03.2026  BVSAN   -2,04   105,40
06.03.2026  BYDNR   3,78    34,06
06.03.2026  CANTE   -0,67   1,49 
06.03.2026  CASA    0,05    98,75
06.03.2026  CATES   -1,80   40,28
06.03.2026  CCOLA   -1,54   70,40
06.03.2026  CELHA   0,60    10,08
06.03.2026  CEMAS   -2,95   4,60 
06.03.2026  CEMTS   -2,28   10,27
06.03.2026  CEMZY   7,39    53,80
06.03.2026  CEOEM   -2,49   20,34
06.03.2026  CGCAM   -2,81   35,98
06.03.2026  CIMSA   -1,40   48,00
06.03.2026  CLEBI   -3,47   1.725,00
06.03.2026  CMBTN   -2,03   1.740,00
06.03.2026  CMENT   -2,40   315,50
06.03.2026  CONSE   -2,50   3,12 
06.03.2026  COSMO   -1,88   192,80
06.03.2026  CRDFA   0,53    76,40
06.03.2026  CRFSA   -2,72   121,60
06.03.2026  CUSAN   -3,69   22,98
06.03.2026  CVKMD   3,22    33,30
06.03.2026  CWENE   0,21    28,60
06.03.2026  DAGI    -1,04   5,72 
06.03.2026  DAPGM   0,64    11,07
06.03.2026  DARDL   -1,46   2,02 
06.03.2026  DCTTR   0,00    nan  
06.03.2026  DENGE   -3,75   2,57 
06.03.2026  DERHL   -1,19   14,95
06.03.2026  DERIM   -6,74   35,40
06.03.2026  DESA    -1,88   11,46
06.03.2026  DESPC   -2,20   38,20
06.03.2026  DEVA    -3,09   64,35
06.03.2026  DGATE   2,21    67,15
06.03.2026  DGGYO   0,07    29,02
06.03.2026  DGNMO   -1,80   4,37 
06.03.2026  DIRIT   -4,55   27,70
06.03.2026  DITAS   -4,16   45,16
06.03.2026  DMRGD   -0,28   3,59 
06.03.2026  DMSAS   -3,85   8,25 
06.03.2026  DNISI   -1,98   19,78
06.03.2026  DOAS    0,05    194,70
06.03.2026  DOCO    -4,39   9.420,00
06.03.2026  DOFER   -1,65   33,28
06.03.2026  DOFRB   -1,52   87,60
06.03.2026  DOGUB   7,09    61,95
06.03.2026  DOHOL   -1,49   19,88
06.03.2026  DOKTA   -4,87   22,26
06.03.2026  DSTKF   3,41    1.730,00
06.03.2026  DUNYH   -1,99   118,40
06.03.2026  DURDO   -2,91   3,67 
06.03.2026  DURKN   -2,90   17,09
06.03.2026  DYOBY   -2,72   12,87
06.03.2026  DZGYO   -3,90   7,40 
06.03.2026  EBEBK   -2,74   62,05
06.03.2026  ECILC   -0,09   112,80
06.03.2026  ECOGR   1,19    27,12
06.03.2026  ECZYT   0,45    281,75
06.03.2026  EDATA   -9,97   14,26
06.03.2026  EDIP    -2,44   35,14
06.03.2026  EFOR    -1,61   18,89
06.03.2026  EGEEN   -1,80   5.872,50
06.03.2026  EGEGY   -5,07   28,10
06.03.2026  EGEPO   1,15    13,23
06.03.2026  EGGUB   9,95    100,00
06.03.2026  EGPRO   -2,09   25,24
06.03.2026  EGSER   -3,06   2,85 
06.03.2026  EKGYO   -3,05   20,96
06.03.2026  EKIZ    -2,31   101,60
06.03.2026  EKOS    -4,94   5,96 
06.03.2026  EKSUN   -0,75   5,29 
06.03.2026  ELITE   -2,78   28,70
06.03.2026  EMKEL   -3,70   18,72
06.03.2026  EMNIS   -0,26   152,00
06.03.2026  ENDAE   -1,74   13,00
06.03.2026  ENERY   -2,54   9,21 
06.03.2026  ENJSA   0,68    103,50
06.03.2026  ENKAI   -3,86   89,60
06.03.2026  ENSRI   -2,13   30,28
06.03.2026  ENTRA   -1,19   10,00
06.03.2026  EPLAS   -3,22   6,01 
06.03.2026  ERBOS   0,97    176,90
06.03.2026  ERCB    -2,37   53,45
06.03.2026  EREGL   -2,35   28,20
06.03.2026  ERSU    -2,50   18,75
06.03.2026  ESCAR   0,95    27,60
06.03.2026  ESCOM   -5,18   5,68 
06.03.2026  ESEN    -2,29   3,84 
06.03.2026  ETILR   -3,65   3,70 
06.03.2026  ETYAT   5,68    23,44
06.03.2026  EUHOL   -7,59   14,60
06.03.2026  EUKYO   -0,56   17,80
06.03.2026  EUPWR   0,96    35,86
06.03.2026  EUREN   -2,11   4,63 
06.03.2026  EUYO    -3,04   18,15
06.03.2026  EYGYO   6,44    4,30 
06.03.2026  FADE    -1,48   13,94
06.03.2026  FENER   1,32    3,06 
06.03.2026  FLAP    -1,57   10,00
06.03.2026  FMIZP   -2,35   291,00
06.03.2026  FONET   -0,22   4,64 
06.03.2026  FORMT   -1,69   2,91 
06.03.2026  FORTE   -3,29   89,55
06.03.2026  FRIGO   -2,62   8,92 
06.03.2026  FRMPL   -4,42   28,98
06.03.2026  FROTO   -2,60   108,50
06.03.2026  FZLGY   0,23    13,20
06.03.2026  GARAN   -3,35   135,50
06.03.2026  GARFA   -2,57   25,78
06.03.2026  GATEG   -0,08   316,75
06.03.2026  GEDIK   0,00    5,48 
06.03.2026  GEDZA   -3,94   28,30
06.03.2026  GENIL   1,43    8,54 
06.03.2026  GENTS   -6,01   9,22 
06.03.2026  GEREL   -1,88   25,12
06.03.2026  GESAN   -2,09   44,88
06.03.2026  GIPTA   -0,92   54,00
06.03.2026  GLBMD   5,20    12,13
06.03.2026  GLCVY   -1,96   67,65
06.03.2026  GLRMK   2,34    157,30
06.03.2026  GLRYH   -2,02   4,36 
06.03.2026  GLYHO   -5,18   14,09
06.03.2026  GMTAS   -0,85   25,76
06.03.2026  GOKNR   -2,12   21,28
06.03.2026  GOLTS   -1,33   333,75
06.03.2026  GOODY   -2,51   13,96
06.03.2026  GOZDE   -3,25   21,44
06.03.2026  GRNYO   -1,07   15,73
06.03.2026  GRSEL   2,77    370,75
06.03.2026  GRTHO   -3,45   235,00
06.03.2026  GSDDE   -5,70   9,26 
06.03.2026  GSDHO   -4,52   4,44 
06.03.2026  GSRAY   -0,88   1,13 
06.03.2026  GUBRF   4,29    523,00
06.03.2026  GUNDG   0,00    nan  
06.03.2026  GWIND   -2,92   23,94
06.03.2026  GZNMI   -6,83   57,25
06.03.2026  HALKB   1,40    43,40
06.03.2026  HATEK   -3,30   14,36
06.03.2026  HATSN   -1,74   37,26
06.03.2026  HDFGS   -3,69   3,13 
06.03.2026  HEDEF   0,00    113,70
06.03.2026  HEKTS   -2,72   2,86 
06.03.2026  HKTM    -0,45   11,11
06.03.2026  HLGYO   0,83    4,87 
06.03.2026  HOROZ   -2,44   60,00
06.03.2026  HRKET   -2,42   68,50
06.03.2026  HTTBT   -6,51   37,34
06.03.2026  HUBVC   0,00    4,80 
06.03.2026  HUNER   -2,22   3,09 
06.03.2026  HURGZ   -3,31   5,25 
06.03.2026  ICBCT   -3,49   13,01
06.03.2026  ICUGS   -4,14   2,78 
06.03.2026  IDGYO   2,90    3,90 
06.03.2026  IEYHO   0,00    84,50
06.03.2026  IHAAS   4,00    87,00
06.03.2026  IHEVA   -0,45   2,21 
06.03.2026  IHGZT   -1,39   1,42 
06.03.2026  IHLAS   -1,99   1,97 
06.03.2026  IHLGM   -2,09   1,87 
06.03.2026  IHYAY   -1,73   1,70 
06.03.2026  IMASM   -4,68   3,67 
06.03.2026  INDES   -3,37   7,46 
06.03.2026  INFO    -3,48   3,88 
06.03.2026  INGRM   3,13    412,50
06.03.2026  INTEK   -1,53   290,00
06.03.2026  INTEM   -10,00  294,75
06.03.2026  INVEO   -1,49   7,25 
06.03.2026  INVES   4,69    335,00
06.03.2026  ISCTR   -5,07   14,22
06.03.2026  ISDMR   -2,38   41,00
06.03.2026  ISFIN   -1,49   19,80
06.03.2026  ISGSY   5,01    132,00
06.03.2026  ISGYO   -2,44   21,58
06.03.2026  ISKPL   3,14    11,16
06.03.2026  ISMEN   0,23    44,40
06.03.2026  ISSEN   -1,82   7,00 
06.03.2026  ISYAT   -1,94   8,10 
06.03.2026  IZENR   0,56    9,02 
06.03.2026  IZFAS   0,09    52,90
06.03.2026  IZINV   -5,16   57,85
06.03.2026  IZMDC   -4,23   6,79 
06.03.2026  JANTS   -1,86   16,85
06.03.2026  KAPLM   -2,37   340,50
06.03.2026  KAREL   -3,06   8,87 
06.03.2026  KARSN   -3,58   9,96 
06.03.2026  KARTN   -1,05   71,00
06.03.2026  KATMR   -2,21   2,66 
06.03.2026  KAYSE   -4,13   5,11 
06.03.2026  KBORU   4,24    20,40
06.03.2026  KCAER   -0,17   11,46
06.03.2026  KCHOL   -2,75   187,20
06.03.2026  KENT    -3,33   450,00
06.03.2026  KERVN   2,63    3,12 
06.03.2026  KFEIN   -1,20   9,04 
06.03.2026  KGYO    0,39    7,73 
06.03.2026  KIMMR   -2,99   15,55
06.03.2026  KLGYO   -3,67   6,03 
06.03.2026  KLKIM   -2,79   35,50
06.03.2026  KLMSN   -7,17   31,60
06.03.2026  KLNMA   6,04    12,46
06.03.2026  KLRHO   -9,97   183,30
06.03.2026  KLSER   -1,52   25,98
06.03.2026  KLSYN   0,22    8,98 
06.03.2026  KLYPV   -1,65   56,80
06.03.2026  KMPUR   -1,12   13,30
06.03.2026  KNFRT   -3,75   10,53
06.03.2026  KOCMT   -2,40   2,44 
06.03.2026  KONKA   -0,28   14,47
06.03.2026  KONTR   -2,75   8,50 
06.03.2026  KONYA   -1,14   4.102,50
06.03.2026  KOPOL   -2,20   6,22 
06.03.2026  KORDS   -3,23   51,00
06.03.2026  KOTON   -2,28   14,60
06.03.2026  KRDMA   -2,71   27,30
06.03.2026  KRDMB   0,21    39,00
06.03.2026  KRDMD   -3,79   29,48
06.03.2026  KRGYO   0,72    2,81 
06.03.2026  KRONT   -5,35   16,10
06.03.2026  KRPLS   -1,20   8,20 
06.03.2026  KRSTL   -1,49   9,91 
06.03.2026  KRTEK   -0,74   26,92
06.03.2026  KRVGD   -3,63   2,92 
06.03.2026  KSTUR   -1,31   3.025,00
06.03.2026  KTLEV   9,95    52,25
06.03.2026  KTSKR   -1,53   64,40
06.03.2026  KUTPO   -1,93   101,50
06.03.2026  KUVVA   10,00   133,10
06.03.2026  KUYAS   -1,47   70,25
06.03.2026  KZBGY   -2,44   3,60 
06.03.2026  KZGYO   -2,86   21,06
06.03.2026  LIDER   -4,82   79,00
06.03.2026  LIDFA   -5,97   2,99 
06.03.2026  LILAK   -2,66   29,98
06.03.2026  LINK    -3,50   220,30
06.03.2026  LKMNH   -0,81   15,94
06.03.2026  LMKDC   0,56    32,08
06.03.2026  LOGO    -1,99   137,70
06.03.2026  LRSHO   -3,39   3,42 
06.03.2026  LUKSK   -1,65   95,40
06.03.2026  LYDHO   0,00    nan  
06.03.2026  LYDYE   -4,39   16.350,00
06.03.2026  MAALT   -0,66   909,00
06.03.2026  MACKO   -0,70   31,28
06.03.2026  MAGEN   -1,19   46,54
06.03.2026  MAKIM   0,97    15,56
06.03.2026  MAKTK   -4,47   14,09
06.03.2026  MANAS   -9,97   19,14
06.03.2026  MARBL   -3,52   11,77
06.03.2026  MARKA   -2,30   31,38
06.03.2026  MARTI   -2,88   1,35 
06.03.2026  MAVI    -1,67   41,26
06.03.2026  MEDTR   -0,93   29,72
06.03.2026  MEGAP   -2,55   2,68 
06.03.2026  MEGMT   1,27    67,80
06.03.2026  MEKAG   0,75    6,75 
06.03.2026  MEPET   -4,34   26,88
06.03.2026  MERCN   1,55    17,74
06.03.2026  MERIT   1,17    17,24
06.03.2026  MERKO   0,00    16,71
06.03.2026  METRO   -6,52   5,59 
06.03.2026  MEYSU   -4,00   12,00
23.01.2026  MGROS   0,56    628,50
06.03.2026  MHRGY   0,58    3,45 
06.03.2026  MIATK   0,39    35,94
06.03.2026  MMCAS   0,00    103,00
06.03.2026  MNDRS   -1,72   14,25
06.03.2026  MNDTR   -2,03   5,79 
06.03.2026  MOBTL   -3,00   9,37 
06.03.2026  MOGAN   -4,70   9,93 
06.03.2026  MOPAS   -10,00  50,85
06.03.2026  MPARK   -1,78   414,50
06.03.2026  MRGYO   4,20    1,49 
06.03.2026  MRSHL   -1,41   1.403,00
06.03.2026  MSGYO   -1,21   5,70 
06.03.2026  MTRKS   -0,95   20,88
06.03.2026  MTRYO   0,64    9,45 
06.03.2026  MZHLD   1,65    6,16 
06.03.2026  NATEN   -2,64   7,39 
06.03.2026  NETAS   -2,75   54,75
06.03.2026  NIBAS   -1,68   7,01 
06.03.2026  NTGAZ   -6,86   12,09
06.03.2026  NTHOL   -1,47   44,10
06.03.2026  NUGYO   -2,52   8,91 
06.03.2026  NUHCM   2,40    288,00
06.03.2026  OBAMS   -3,68   7,33 
06.03.2026  OBASE   -4,08   33,82
06.03.2026  ODAS    0,17    5,87 
06.03.2026  ODINE   -2,95   641,00
06.03.2026  OFSYM   -0,51   67,95
06.03.2026  ONCSM   -1,03   240,00
06.03.2026  ONRYT   -1,62   63,75
06.03.2026  ORCAY   -2,40   3,25 
06.03.2026  ORGE    -1,62   66,85
06.03.2026  ORMA    -0,43   162,60
06.03.2026  OSMEN   -1,41   7,70 
06.03.2026  OSTIM   -1,41   2,80 
06.03.2026  OTKAR   -0,74   366,75
06.03.2026  OTTO    -3,00   315,25
06.03.2026  OYAKC   -1,76   23,50
06.03.2026  OYAYO   -3,90   59,20
06.03.2026  OYLUM   -3,45   8,40 
06.03.2026  OYYAT   -5,63   60,35
06.03.2026  OZATD   0,49    204,00
06.03.2026  OZGYO   2,59    1,98 
06.03.2026  OZKGY   -3,06   12,98
06.03.2026  OZRDN   -3,88   25,30
06.03.2026  OZSUB   0,69    19,10
06.03.2026  OZYSR   -1,56   46,56
06.03.2026  PAGYO   -0,93   90,15
06.03.2026  PAHOL   -4,58   1,46 
06.03.2026  PAMEL   -2,12   78,50
06.03.2026  PAPIL   -1,71   17,21
06.03.2026  PARSN   -2,27   79,65
06.03.2026  PASEU   -2,17   117,40
06.03.2026  PATEK   -3,53   17,75
06.03.2026  PCILT   -9,82   24,80
06.03.2026  PEKGY   4,58    13,02
06.03.2026  PENGD   -2,44   8,78 
06.03.2026  PENTA   -4,51   12,92
06.03.2026  PETKM   -5,06   18,40
06.03.2026  PETUN   -1,87   11,53
06.03.2026  PGSUS   -1,94   177,20
06.03.2026  PINSU   -2,30   9,75 
06.03.2026  PKART   -4,29   74,65
06.03.2026  PKENT   -3,65   150,30
06.03.2026  PLTUR   -2,10   21,40
06.03.2026  PNLSN   1,89    47,44
06.03.2026  PNSUT   -2,06   10,48
06.03.2026  POLHO   -2,41   16,98
06.03.2026  POLTK   -4,62   5.415,00
06.03.2026  PRDGS   -2,43   6,42 
06.03.2026  PRKAB   -1,26   42,16
06.03.2026  PRKME   -0,78   19,20
06.03.2026  PRZMA   1,98    13,89
06.03.2026  PSDTC   -3,37   117,60
06.03.2026  PSGYO   -3,65   2,11 
06.03.2026  QNBFK   -1,54   51,10
06.03.2026  QNBTR   -0,74   268,00
06.03.2026  QUAGR   -10,00  2,88 
06.03.2026  RALYH   2,10    146,00
06.03.2026  RAYSG   -2,12   198,80
06.03.2026  REEDR   -2,16   5,90 
06.03.2026  RGYAS   -2,63   155,30
06.03.2026  RNPOL   -2,99   1,95 
06.03.2026  RODRG   0,76    21,16
06.03.2026  RTALB   -3,30   3,81 
06.03.2026  RUBNS   -0,54   33,28
06.03.2026  RUZYE   -3,50   11,29
06.03.2026  RYGYO   -2,02   30,04
06.03.2026  RYSAS   -2,64   17,68
06.03.2026  SAFKR   2,01    26,42
06.03.2026  SAHOL   -3,64   90,00
06.03.2026  SAMAT   -2,62   5,58 
06.03.2026  SANEL   -2,71   35,14
06.03.2026  SANFM   -4,31   7,10 
06.03.2026  SANKO   -1,67   20,08
06.03.2026  SARKY   -4,74   31,34
06.03.2026  SASA    -2,63   2,22 
06.03.2026  SAYAS   -1,11   37,50
06.03.2026  SDTTR   2,95    254,50
06.03.2026  SEGMN   -7,48   49,50
06.03.2026  SEGYO   2,06    5,95 
06.03.2026  SEKFK   -1,31   9,76 
06.03.2026  SEKUR   -1,25   5,51 
06.03.2026  SELEC   -4,90   80,50
06.03.2026  SELVA   -2,20   2,22 
06.03.2026  SERNT   -2,67   7,28 
06.03.2026  SEYKM   -0,85   4,67 
06.03.2026  SILVR   -1,99   2,46 
06.03.2026  SISE    -1,99   40,40
06.03.2026  SKBNK   -3,23   10,50
06.03.2026  SKTAS   -3,22   3,31 
06.03.2026  SKYLP   -3,39   270,50
06.03.2026  SKYMD   -3,21   12,05
06.03.2026  SMART   0,88    39,00
06.03.2026  SMRTG   -2,50   7,02 
06.03.2026  SMRVA   -5,87   54,50
06.03.2026  SNGYO   -0,70   4,28 
06.03.2026  SNICA   -1,85   3,72 
06.02.2026  SNKRN   -2,69   343,50
06.03.2026  SNPAM   -1,70   22,00
06.03.2026  SODSN   -1,10   9,88 
06.03.2026  SOKE    2,52    14,25
06.03.2026  SOKM    -1,81   59,75
06.03.2026  SONME   -0,82   145,80
06.03.2026  SRVGY   -2,33   2,94 
06.03.2026  SUMAS   -2,56   266,25
06.03.2026  SUNTK   0,57    35,44
06.03.2026  SURGY   -3,58   61,95
06.03.2026  SUWEN   -2,32   9,28 
06.03.2026  TABGD   -1,33   249,40
06.03.2026  TARKM   -2,75   372,00
06.03.2026  TATEN   -2,51   8,93 
06.03.2026  TATGD   -3,04   16,92
06.03.2026  TAVHL   -3,72   291,25
06.03.2026  TBORG   -1,24   159,40
06.03.2026  TCELL   -2,01   107,50
06.03.2026  TCKRC   0,00    nan  
06.03.2026  TDGYO   -2,28   18,40
06.03.2026  TEHOL   -3,25   15,20
06.03.2026  TEKTU   -4,76   8,80 
06.03.2026  TERA    0,00    288,00
06.03.2026  TEZOL   -0,71   15,37
06.03.2026  TGSAS   -0,44   180,50
06.03.2026  THYAO   -2,64   276,75
06.03.2026  TKFEN   -2,58   73,75
06.03.2026  TKNSA   7,42    25,76
06.03.2026  TLMAN   -1,36   87,00
06.03.2026  TMPOL   0,00    490,00
06.03.2026  TMSN    -1,63   102,30
06.03.2026  TNZTP   -1,94   24,22
06.03.2026  TOASO   -1,69   290,00
06.03.2026  TRALT   1,87    51,80
06.03.2026  TRCAS   -1,33   46,12
06.03.2026  TRENJ   -1,11   106,80
06.03.2026  TRGYO   -0,75   79,80
06.03.2026  TRHOL   -2,69   797,00
06.03.2026  TRILC   -1,61   15,25
06.03.2026  TRMET   0,00    146,50
06.03.2026  TSGYO   -2,35   6,64 
06.03.2026  TSKB    -3,94   11,69
06.03.2026  TSPOR   -1,04   0,95 
06.03.2026  TTKOM   -3,43   59,10
06.03.2026  TTRAK   1,09    465,00
06.03.2026  TUCLK   4,80    4,37 
06.03.2026  TUKAS   -3,38   2,29 
06.03.2026  TUPRS   4,54    258,00
06.03.2026  TUREX   -1,88   6,80 
06.03.2026  TURGG   -3,43   27,00
06.03.2026  TURSG   -0,89   12,24
06.03.2026  UCAYM   -1,43   26,16
06.03.2026  UFUK    2,43    1.641,00
06.03.2026  ULAS    -1,47   33,50
06.03.2026  ULKER   -3,42   115,80
06.03.2026  ULUFA   -1,83   3,76 
06.03.2026  ULUSE   -2,58   173,50
06.03.2026  ULUUN   4,11    7,34 
06.03.2026  UNLU    -4,40   14,34
06.03.2026  USAK    -3,07   1,58 
06.03.2026  VAKBN   -3,43   34,36
06.03.2026  VAKFA   -2,65   12,13
06.03.2026  VAKFN   -2,12   1,85 
06.03.2026  VAKKO   1,93    74,00
06.03.2026  VANGD   9,80    72,85
06.03.2026  VBTYZ   -2,70   20,90
06.03.2026  VERTU   -1,86   38,00
06.03.2026  VERUS   0,84    331,75
06.03.2026  VESBE   -2,41   7,28 
06.03.2026  VESTL   -2,17   27,98
06.03.2026  VKFYO   3,56    37,28
06.03.2026  VKGYO   0,00    2,74 
06.03.2026  VKING   -2,30   28,84
06.03.2026  VRGYO   -1,80   2,18 
06.03.2026  VSNMD   -3,07   74,20
06.03.2026  XU100   -2,19   12.792,81
06.03.2026  YAPRK   -6,65   10,67
06.03.2026  YATAS   -1,38   41,52
06.03.2026  YAYLA   -4,28   24,14
06.03.2026  YBTAS   -1,90   17,55
06.03.2026  YEOTK   -2,00   39,20
06.03.2026  YESIL   0,00    nan  
06.03.2026  YGGYO   -0,72   151,20
06.03.2026  YGYO    0,00    nan  
06.03.2026  YIGIT   -1,95   22,08
06.03.2026  YKBNK   -5,40   35,36
06.03.2026  YKSLN   0,00    3,16 
06.03.2026  YONGA   0,55    54,75
06.03.2026  YUNSA   1,36    8,92 
06.03.2026  YYAPI   0,00    nan  
06.03.2026  YYLGD   -4,14   10,65
06.03.2026  ZEDUR   -0,12   8,08 
06.03.2026  ZERGY   -1,08   18,29
06.03.2026  ZGYO    -1,91   21,60
06.03.2026  ZOREN   -2,32   2,95 
06.03.2026  ZRGYO   -0,64   21,88
